idCarta,nombreCarta,Imagen,Removal,Tempo Value,Good?,Control Value,textoCarta,costeCarta,baneada,numeroTesoro,valorAtaque,valorDefensa,porcentajeProbabilidad,flavorCarta,urlImagen,urlImagen1,urlImagen2,urlImagen3,urlImagen4,urlImagen5,urlImagen6,urlImagen7,urlImagen8,urlImagen9,urlImagen10,rulingCarta,expansion,tipo,tipo2,subtipo,subtipo2,subtipo3,subtipo4,rareza,,rareza,daños a la cara ,cuerpo,frenesí,guardián,envenenar ,interrumpir,mata una carta,curar,me descarta,predicción,roba carta,roba carta específica,perder vidas,evasión,ininterrumpible,vigía,aplastarme,aplasta,arrollar,realeza,ganar 5 vidas,acción rápida/sorpresivo,disipar,resguardo,crear ficha tesoro,hurto,descarta,muerte?,megalofobia?,daño electrico?,indestructible?,Estocada?,Invocacion,Sucubo y comandante,Veneno,flor,,,,,,,,,,,,
169,TORMENTA DE FUEGO,,0/9,0,TRUE,,Agotar: Hace 1 punto de daño a las unidades que controla el jugador objetivo.,5,TRUE,5,,,,,https://i.postimg.cc/zDFfnq6v/TORMENTA-DE-FUEGO-copia.jpg,https://i.postimg.cc/zBLpyDDY/TORMENTA-DE-FUEGO.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
336,TORRE DE BORNIS,,4/9,2,TRUE,,Aparición en juego: Hace 4 daños hasta a dos unidades rivales objetivo. Siempre que un oponente juegue su primera orden cada turno. Interrúmpela a menos que pague 1 oro.,5,FALSE,,2,3,,,https://i.postimg.cc/mDf6sh5S/TORRE-DE-BORNIS-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 17, 'nombreTipo': 'MONUMENTO'}",,"{'idSubTipo': 7, 'nombreSubTipo': 'MAGO'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,
149,TOTEM DE ESPIRITU ANIMAL,,0/9,1,TRUE,,Una vez durante tu turno puedes erosionar para crear una ficha animal 1/1. Erosión 3.,1,FALSE,,,,,,https://i.postimg.cc/MKZp5hJD/TOTEM-EL-ESPIRITU-ANIMAL-copia.jpg,https://i.postimg.cc/j5kH3kMb/totem.webp,https://i.postimg.cc/QC1bq6W6/TOTEM-DE-ESPIRITU-ANIMAL.webp,https://i.postimg.cc/FHRK5wjD/TOTEM-DE-ESPIRITU-ANIMAL-copia.jpg,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 17, 'nombreTipo': 'MONUMENTO'}",,,,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
412,TOTEM DEL DRAGON,,0/9,1,FALSE,,"1 de oro y Destruir: Elige 2: -Condena el Descarte del oponente objetivo. -Purga el averno del oponente objetivo. -Puedes descartar una carta. Si lo haces, roba una carta.",1,FALSE,,,,,,https://i.postimg.cc/tT3vCp0G/TOTEM-DE-DRAGON-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 17, 'nombreTipo': 'MONUMENTO'}",,,,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
388,TRAIDOR AVARO,,8/9,1,FALSE,,Aparición en juego: Condena el tesoro aliado no agotado objetivo. Regrésalo al campo al inicio de la próxima fase final.,4,FALSE,3,4,4,,,https://i.postimg.cc/mkTXPJRz/TRAIDOR-AVARO-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 17, 'nombreSubTipo': 'MONJE'}","{'idSubTipo': 1, 'nombreSubTipo': 'PIRATA'}",,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
150,TRAMPA DE ESPINAS,,0/9,0.15,FALSE,,Destruir: Hasta tres unidades objetivo sin Evasión no puedan atacar este turno.,1,FALSE,,,,,,https://i.postimg.cc/pX0X6q2t/TRAMPA-DE-ESPINAS-copia.jpg,https://i.postimg.cc/28dGbKYy/TRAMPA-DE-ESPINAS.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 17, 'nombreTipo': 'MONUMENTO'}",,,,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
53,TRIPULACION EN CAMINO,,0/9,0,TRUE,,Busca en tu Reino dos cartas de unidad de coste 2 o menos y juégalas sin pagar su coste. Esas órdenes no pueden ser interrumpidas.,3,FALSE,,,,,,https://i.postimg.cc/MpWDymZD/TRIPULACION-EN-CAMINO.webp,https://i.postimg.cc/YCTm0njk/Mesa-de-trabajo-55.png,https://i.postimg.cc/X7H5S7br/Mesa-de-trabajo-69-200x.png,https://i.postimg.cc/kg2bn3Jf/Mesa-de-trabajo-70-200x.png,https://i.postimg.cc/R04cTcVg/tripu-ff.jpg,https://i.postimg.cc/43Pp2mYs/tripu-full-art-ff.jpg,https://i.postimg.cc/mDrCvB9M/tripulacion-full-art.jpg,https://i.postimg.cc/BnZxBLNP/Tripulacion-en-camino-ARTE-ALTERNATIVO.webp,,,,"Las unidades buscadas son jugadas sin pagar sus costes. Las unidades buscadas son colocadas en la pila, decidiendo cuál colocamos primero en la pila y cuál colocamos segundo (la última colocada será la primera en resolver cuando la pila empiece a resolverse).","{'idExpansion': 2, 'nombreExpansion': 'FUNDAMENTOS', 'fechaLanzamiento': '2024-05-26T04:08:58.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,,,"{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
337,TRIPULANTE TRAICIONADO,,4/9,1,FALSE,,Derrotado: Excavar Bóveda 2. (Mira las primeras X cartas de tu Bóveda. Puedes poner cualquier cantidad en el tope y el resto en el Descarte).,2,FALSE,,2,3,,,https://i.postimg.cc/05CXTkdp/TRIPULANTE-TRAICIONADO-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 1, 'nombreSubTipo': 'PIRATA'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,
547,TROPA DE LA PEDRAMANCIA,,1/9,1,FALSE,,Aparición en juego: Crea dos fichas enano 1/1. Derrotado: Regresa la carta de monumento objetivo de coste 2 o menos de tu Descarte a tu mano.,3,FALSE,5,3,2,,,https://i.postimg.cc/DfQGh7s3/TROPA_DE_LA_PEDRAMANCIA_copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 19, 'nombreSubTipo': 'ENANO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
352,TROPAS DE REFUERZO,,1/9,1,FALSE,,"Aparición en juego: Crea dos fichas soldado 1/1. Al inicio de tu fase de combate, la unidad aliada objetivo gana Apoyo hasta el final del turno.",4,FALSE,,2,2,,,https://i.postimg.cc/m22pRv8K/TROPAS-DE-REFUERZO-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 2, 'nombreSubTipo': 'SOLDADO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
548,TROPAS DEL FRENTE,,1/9,1,FALSE,,Agrupar. Derrotado: Crea tres fichas enano 1/1.,3,FALSE,5,3,2,,,https://i.postimg.cc/3JKvJzC4/TROPAS_DEL_FRENTE_copia.webp,,,,,,,,,,,Un permanente con derrotado dispara su habilidad cuando muerte y es enviado al descarte.,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 19, 'nombreSubTipo': 'ENANO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
549,"UGUEY, FUNDADOR DE LA FE",,7/9,2.9,TRUE,,"Curar. Frenesí. Aparición en juego: La unidad aliada objetivo lucha con la unidad rival objetivo. Si una unidad aliada no ficha fuera a morir en una lucha, condénala y crea una ficha ángel 3/3 con Evasión en su lugar.",4,FALSE,5,3,5,,,"https://i.postimg.cc/Qx0WBS06/UGUEY,_FUNDADOR_DE_LA_FE_copia.webp",,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 3, 'nombreSubTipo': 'ANIMAL'}","{'idSubTipo': 17, 'nombreSubTipo': 'MONJE'}","{'idSubTipo': 13, 'nombreSubTipo': 'REALEZA'}",,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
79,UNION DE BRUJAS,,0/9,1,TRUE,,Interrumpe la orden de acción objetivo.,2,FALSE,,,,,,https://i.postimg.cc/x1cTDMCN/UNION-DE-BRUJAS-copia.jpg,https://i.postimg.cc/76wDwmMx/Full-Art-Uni-n-de-brujas-copia.jpg,https://i.postimg.cc/d3b8wZMN/union.webp,https://i.postimg.cc/0jMpTd4J/union-full-art.webp,https://i.postimg.cc/P52MKvPk/UNION-DE-BRUJAS.webp,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,,,"{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
295,"URLAMOK, GUARDIAN DEL ORO",,8/9,8.9,TRUE,,Ininterrumpible. Evasión. Guardián. Resguardo: 2 de oro. Aparición en juego: Elige 2: -Crea una ficha espíritu 5/5 con Arrollar. -Naturaliza la unidad o tesoro rival objetivo. -Ganas 7 vidas. -Roba una carta.,7,FALSE,,7,7,,,https://i.postimg.cc/BZ1CqqzH/URLAMOK-GUARDIAN-DEL-ORO-copia.webp,https://i.postimg.cc/zfHGBqbR/urlamok.webp,https://i.postimg.cc/9z3mdCt4/URLAMOK_GUARDIAN_DEL_ORO_COPIA.webp,https://i.postimg.cc/bwvPsrRD/URLAMOK-GUARDIAN-DEL-ORO-copia.webp,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 8, 'nombreSubTipo': 'ELEMENTAL'}","{'idSubTipo': 9, 'nombreSubTipo': 'DRAGON'}",,,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
415,VENDAJES DE GUERRA,,0/9,0,TRUE,,Agotar: Pon hasta dos cartas no tesoro objetivo de un mismo Descarte en el fondo del Reino.,1,FALSE,1,,,,,https://i.postimg.cc/Dwm4B58w/VENDAJE-DE-GUERRA.jpg,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
296,VENGANZA DE ERODON,,0/9,1.25,FALSE,,Condena las unidades con contadores.,5,FALSE,,,,,"Pudieron arrebatarnos el amuleto del templo para abrir el portal, pero esta vez nos vengaremos de ellos por sus acciones.",https://i.postimg.cc/05z70n0x/VENGANZA_DE_ERODON_COPIA.webp,https://i.postimg.cc/Jnw4HSZY/venganza_de_erodon.webp,https://i.postimg.cc/VkVkY4g1/VENGANZA-DE-ERODON-copia.jpg,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,,,"{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
297,VERDUGO INFERNAL,,1/9,2.25,FALSE,,Aparición en juego: Condena la carta de unidad objetivo de un Descarte.,1,FALSE,,2,2,,,https://i.postimg.cc/sfb76WTW/VERDUGO_INFERNAL_COPIA.webp,,,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 15, 'nombreSubTipo': 'DEMONIO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
550,"VERONICA, LA MALDITA",,1/9,1,TRUE,,Derrotado: Cada oponente pierde 2 vidas.,1,FALSE,5,1,2,,"A los pocos años de que Catalina descubriera a los secretos arcanos, no tardaron en aparecer otras que también lo practicarían. Lamentablemente, no todas eran buenas personas.","https://i.postimg.cc/3xN02pq3/VERONICA,_LA_MALDITA_copia.webp",,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 5, 'nombreSubTipo': 'BRUJA'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
93,VIDENTE DEL BOSQUE,,1/9,2,FALSE,,Aparición en juego: Predicción 1. Destruir: Roba una carta. Activa solo durante tu turno.,2,FALSE,,2,2,,,https://i.postimg.cc/Hk8cWM4t/VIDENTE-DEL-BOSQUE-copia.jpg,https://i.postimg.cc/wTYFBdSn/VIDENTE-DEL-BOSQUE.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 5, 'nombreSubTipo': 'BRUJA'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
114,VIDENTE EFECTIVA,,0/9,1,FALSE,,"Predicción 2. (Mira las primeras X cartas de tu Reino, dónde X es el número de Predicción, luego pon cualquier cantidad en la parte superior y el resto en el fondo).",1,FALSE,,1,1,,,https://i.postimg.cc/MHr0DmCk/VIDENTE-EFECTIVA.jpg,https://i.postimg.cc/Wb6CDvxy/vidente-tcgcon.jpg,https://i.postimg.cc/R0hLYCHJ/VIDENTE-EFECTIVA.webp,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 5, 'nombreSubTipo': 'BRUJA'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
298,VIGILANTE DEL PORTAL,,4/9,1,TRUE,,Aparición en juego: Cada jugador condena una carta de su mano.,2,FALSE,,2,3,,,https://i.postimg.cc/zXWW9fQc/VIGILANTE_DEL_PORTAL_COPIA.webp,https://i.postimg.cc/KzncPQ5G/vigilante_de_portal.webp,,,,,,,,,,"Si al momento de resolver el efecto, uno de los jugadores no tuviera una carta en su mano, igual resuelve condenando una carta de la mano al jugador que si tenga cartas en su mano.","{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 15, 'nombreSubTipo': 'DEMONIO'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,
299,VINO VIGORIZANTE DE MONJE,,0/9,0,FALSE,,Agotar: Remueve hasta un contador de la unidad objetivo.,1,FALSE,1,,,,,https://i.postimg.cc/t4jPyjQC/VINO_VIGOTIZANTE_COPIA.webp,https://i.postimg.cc/x8nftHsK/vino.webp,https://i.postimg.cc/FR9hpTLZ/ARTE-ALTERNATIVO-3-COPIA.webp,https://i.postimg.cc/15SwMPxp/Arte-alternativo-Vino-vigorizante.webp,https://i.postimg.cc/43HNnt2c/VINO-VIGORIZANTE-DE-MONJE-copia.jpg,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
300,VOLUNTARIO PARA SACRIFICIO,,7/9,1.15,FALSE,,Derrotado: Crea una ficha ángel 3/3 con Evasión.,4,FALSE,,3,4,,,https://i.postimg.cc/cLB3Lb07/VOLUNTARIO_PARA_SACRIFICIO_COPIA.webp,,,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 17, 'nombreSubTipo': 'MONJE'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
